Id,Name,Age
425,User_425,53
426,User_426,35
427,User_427,39
428,User_428,39
429,User_429,47
430,User_430,69
431,User_431,62
432,User_432,52
433,User_433,55
434,User_434,65
435,User_435,76
437,User_437,68
438,User_438,42
439,User_439,22
440,User_440,38
441,User_441,66
442,User_442,22
443,User_443,21
444,User_444,33
445,User_445,80
446,User_446,20
447,User_447,56
448,User_448,41
449,User_449,78
450,User_450,27
451,User_451,43
452,User_452,47
453,User_453,65
454,User_454,47
455,User_455,47
456,User_456,40
458,User_458,59
459,User_459,80
460,User_460,68
461,User_461,24
462,User_462,57
463,User_463,79
464,User_464,47
465,User_465,75
466,User_466,20
467,User_467,78
468,User_468,58
469,User_469,28
472,User_472,21
473,User_473,19
474,User_474,64
475,User_475,28
477,User_477,31
478,User_478,62
479,User_479,53
480,User_480,39
481,User_481,67
482,User_482,33
484,User_484,73
485,User_485,79
486,User_486,47
487,User_487,41
488,User_488,38
490,User_490,52
491,User_491,54
494,User_494,79
495,User_495,57
497,User_497,42
498,User_498,75
499,User_499,38
500,User_500,29
501,User_501,78
502,User_502,24
503,User_503,30
505,User_505,66
507,User_507,25
508,User_508,27
509,User_509,48
510,User_510,23
511,User_511,60
512,User_512,79
513,User_513,19
514,User_514,51
515,User_515,59
516,User_516,77
517,User_517,34
518,User_518,44
519,User_519,63
520,User_520,37
521,User_521,63
522,User_522,43
523,User_523,37
525,User_525,70
526,User_526,32
527,User_527,25
528,User_528,68
529,User_529,51
530,User_530,43
531,User_531,19
532,User_532,77
533,User_533,80
534,User_534,68
535,User_535,25
536,User_536,68
537,User_537,49
538,User_538,24
539,User_539,32
541,User_541,42
542,User_542,31
543,User_543,69
546,User_546,68
547,User_547,19
548,User_548,69
549,User_549,57
550,User_550,56
551,User_551,23
552,User_552,56
553,User_553,30
554,User_554,19
555,User_555,31
557,User_557,26
558,User_558,72
559,User_559,70
560,User_560,60
561,User_561,45
562,User_562,74
563,User_563,35
564,User_564,32
565,User_565,56
567,User_567,53
568,User_568,79
570,User_570,34
571,User_571,52
572,User_572,21
573,User_573,66
574,User_574,66
575,User_575,39
576,User_576,38
577,User_577,48
578,User_578,61
579,User_579,52
580,User_580,35
581,User_581,50
585,User_585,80
586,User_586,79
587,User_587,27
588,User_588,77
589,User_589,72
590,User_590,27
591,User_591,61
592,User_592,50
593,User_593,61
594,User_594,60
595,User_595,36
596,User_596,30
597,User_597,21
598,User_598,34
599,User_599,27
600,User_600,48
602,User_602,65
603,User_603,31
604,User_604,37
605,User_605,44
606,User_606,63
607,User_607,69
609,User_609,40
610,User_610,61
611,User_611,78
612,User_612,37
613,User_613,58
615,User_615,77
616,User_616,26
617,User_617,80
618,User_618,32
619,User_619,20
620,User_620,67
621,User_621,62
622,User_622,73
623,User_623,21
624,User_624,57
625,User_625,44
626,User_626,77
627,User_627,68
628,User_628,46
629,User_629,54
631,User_631,70
632,User_632,49
633,User_633,76
634,User_634,57
635,User_635,35
636,User_636,42
637,User_637,44
638,User_638,30
639,User_639,75
640,User_640,44
641,User_641,29
642,User_642,63
643,User_643,28
645,User_645,77
646,User_646,39
647,User_647,50
648,User_648,25
649,User_649,30
650,User_650,38
652,User_652,75
653,User_653,24
654,User_654,36
655,User_655,55
656,User_656,42
657,User_657,26
658,User_658,41
659,User_659,67
660,User_660,55
662,User_662,61
663,User_663,37
664,User_664,70
665,User_665,19
666,User_666,19
667,User_667,79
668,User_668,47
669,User_669,37
670,User_670,66
671,User_671,45
672,User_672,77
673,User_673,42
674,User_674,43
677,User_677,35
679,User_679,44
680,User_680,78
681,User_681,33
683,User_683,61
684,User_684,62
686,User_686,25
687,User_687,60
688,User_688,72
689,User_689,53
691,User_691,28
692,User_692,35
693,User_693,56
694,User_694,43
695,User_695,57
697,User_697,21
698,User_698,28
699,User_699,37
700,User_700,60
701,User_701,48
702,User_702,66
703,User_703,76
704,User_704,26
705,User_705,33
706,User_706,64
707,User_707,19
708,User_708,30
709,User_709,21
710,User_710,76
711,User_711,38
712,User_712,55
713,User_713,42
714,User_714,76
716,User_716,70
717,User_717,40
719,User_719,42
720,User_720,52
721,User_721,80
722,User_722,79
723,User_723,31
724,User_724,39
725,User_725,34
726,User_726,55
727,User_727,24
729,User_729,64
731,User_731,26
732,User_732,28
733,User_733,48
734,User_734,19
735,User_735,33
737,User_737,48
738,User_738,58
739,User_739,48
740,User_740,26
741,User_741,38
742,User_742,42
743,User_743,25
744,User_744,61
745,User_745,71
746,User_746,47
747,User_747,68
748,User_748,52
749,User_749,45
750,User_750,27
751,User_751,64
752,User_752,41
753,User_753,72
754,User_754,22
755,User_755,20
756,User_756,73
757,User_757,79
759,User_759,67
760,User_760,55
761,User_761,37
762,User_762,77
764,User_764,44
765,User_765,77
766,User_766,65
768,User_768,21
769,User_769,39
770,User_770,72
771,User_771,74
772,User_772,46
773,User_773,77
775,User_775,33
776,User_776,53
777,User_777,57
779,User_779,66
780,User_780,39
781,User_781,35
782,User_782,53
783,User_783,29
784,User_784,25
786,User_786,54
787,User_787,76
788,User_788,24
789,User_789,20
790,User_790,75
791,User_791,61
792,User_792,25
793,User_793,34
795,User_795,50
796,User_796,58
797,User_797,62
798,User_798,37
800,User_800,63
801,User_801,22
802,User_802,36
803,User_803,63
804,User_804,55
805,User_805,68
806,User_806,67
807,User_807,73
808,User_808,34
809,User_809,44
810,User_810,63
811,User_811,59
812,User_812,45
813,User_813,43
815,User_815,68
816,User_816,22
817,User_817,53
819,User_819,58
820,User_820,23
821,User_821,53
822,User_822,71
823,User_823,24
824,User_824,63
825,User_825,57
826,User_826,65
827,User_827,66
828,User_828,45
829,User_829,77
832,User_832,51
833,User_833,65
834,User_834,38
836,User_836,63
837,User_837,22
838,User_838,31
839,User_839,41
840,User_840,49
841,User_841,65
842,User_842,59
843,User_843,35
844,User_844,59
845,User_845,44
846,User_846,41
847,User_847,26
848,User_848,69
849,User_849,46
850,User_850,79
851,User_851,63
852,User_852,48
854,User_854,56
856,User_856,76
857,User_857,36
858,User_858,73
860,User_860,76
861,User_861,19
862,User_862,72
863,User_863,71
864,User_864,56
865,User_865,48
866,User_866,23
867,User_867,69
868,User_868,74
869,User_869,26
870,User_870,40
871,User_871,68
873,User_873,42
874,User_874,56
875,User_875,48
876,User_876,77
877,User_877,51
878,User_878,69
879,User_879,48
880,User_880,43
883,User_883,66
884,User_884,61
885,User_885,32
886,User_886,44
887,User_887,38
888,User_888,29
889,User_889,36
890,User_890,78
891,User_891,36
892,User_892,30
893,User_893,66
894,User_894,54
895,User_895,20
896,User_896,75
897,User_897,36
898,User_898,23
899,User_899,45
901,User_901,60
902,User_902,76
903,User_903,54
904,User_904,61
905,User_905,65
906,User_906,34
907,User_907,72
908,User_908,38
909,User_909,25
910,User_910,26
911,User_911,26
912,User_912,43
914,User_914,74
915,User_915,32
916,User_916,80
918,User_918,38
919,User_919,79
920,User_920,53
921,User_921,67
922,User_922,76
923,User_923,77
924,User_924,26
926,User_926,36
927,User_927,35
928,User_928,30
929,User_929,37
930,User_930,33
931,User_931,31
933,User_933,35
934,User_934,62
935,User_935,24
936,User_936,80
937,User_937,40
938,User_938,27
939,User_939,22
940,User_940,24
941,User_941,45
943,User_943,54
944,User_944,53
945,User_945,42
946,User_946,43
948,User_948,35
950,User_950,24
951,User_951,71
952,User_952,47
953,User_953,66
954,User_954,27
956,User_956,76
958,User_958,43
959,User_959,67
962,User_962,19
963,User_963,79
964,User_964,61
965,User_965,25
966,User_966,45
968,User_968,42
969,User_969,29
971,User_971,70
972,User_972,57
973,User_973,77
975,User_975,77
976,User_976,33
977,User_977,74
978,User_978,79
979,User_979,32
980,User_980,51
981,User_981,28
983,User_983,49
984,User_984,72
985,User_985,72
986,User_986,39
987,User_987,26
988,User_988,53
989,User_989,68
990,User_990,41
991,User_991,69
992,User_992,41
993,User_993,26
995,User_995,49
996,User_996,71
997,User_997,46
998,User_998,64
999,User_999,45
1000,User_1000,23
1001,User_1001,65
1002,User_1002,80
1003,User_1003,70
1004,User_1004,32
1005,User_1005,19
1006,User_1006,20
1007,User_1007,80
1008,User_1008,58
1009,User_1009,50
1010,User_1010,37
1011,User_1011,77
1012,User_1012,26
1013,User_1013,38
1015,User_1015,73
1016,User_1016,49
1017,User_1017,50
1018,User_1018,26
1019,User_1019,77
1020,User_1020,54
1021,User_1021,62
1023,User_1023,74
1025,User_1025,52
1027,User_1027,68
1028,User_1028,65
1029,User_1029,55
1030,User_1030,64
1031,User_1031,19
1032,User_1032,32
1033,User_1033,51
1034,User_1034,57
1036,User_1036,61
1037,User_1037,42
1038,User_1038,33
1039,User_1039,78
1040,User_1040,64
1041,User_1041,79
1042,User_1042,33
1043,User_1043,51
1044,User_1044,68
1045,User_1045,34
1046,User_1046,23
1047,User_1047,72
1048,User_1048,36
1049,User_1049,24
1050,User_1050,60
1051,User_1051,35
1052,User_1052,43
1054,User_1054,22
1055,User_1055,61
1056,User_1056,78
1057,User_1057,71
1058,User_1058,46
1059,User_1059,29
1060,User_1060,37
1061,User_1061,37
1062,User_1062,73
1063,User_1063,80
1064,User_1064,58
1065,User_1065,68
1066,User_1066,46
1067,User_1067,47
1068,User_1068,30
1069,User_1069,35
1071,User_1071,35
1075,User_1075,71
1076,User_1076,22
1077,User_1077,42
1078,User_1078,36
1079,User_1079,33
1080,User_1080,31
1081,User_1081,61
1083,User_1083,57
1084,User_1084,68
1085,User_1085,73
1086,User_1086,70
1087,User_1087,45
1088,User_1088,35
1089,User_1089,59
1092,User_1092,68
1093,User_1093,79
1094,User_1094,71
1095,User_1095,24
1096,User_1096,58
1099,User_1099,65
1100,User_1100,35
1101,User_1101,46
1103,User_1103,62
1105,User_1105,44
1106,User_1106,58
1107,User_1107,71
1108,User_1108,33
1109,User_1109,21
1110,User_1110,33
1111,User_1111,70
1112,User_1112,42
1114,User_1114,24
1115,User_1115,66
1117,User_1117,72
1119,User_1119,75
1120,User_1120,55
1122,User_1122,40
1123,User_1123,68
1124,User_1124,35
1125,User_1125,55
1126,User_1126,42
1127,User_1127,28
1128,User_1128,29
1129,User_1129,37
1130,User_1130,72
1131,User_1131,50
1132,User_1132,33
1133,User_1133,61
1134,User_1134,54
1135,User_1135,20
1136,User_1136,20
1137,User_1137,41
1138,User_1138,40
1139,User_1139,77
1140,User_1140,54
1141,User_1141,50
1142,User_1142,36
1144,User_1144,26
1145,User_1145,40
1147,User_1147,80
1148,User_1148,38
1149,User_1149,63
1151,User_1151,63
1152,User_1152,32
1153,User_1153,51
1154,User_1154,70
1155,User_1155,27
1156,User_1156,74
1158,User_1158,42
1159,User_1159,48
1161,User_1161,62
1162,User_1162,59
1163,User_1163,20
1164,User_1164,19
1165,User_1165,59
1166,User_1166,28
1167,User_1167,20
1168,User_1168,50
1169,User_1169,30
1170,User_1170,47
1172,User_1172,44
1173,User_1173,77
1174,User_1174,30
1175,User_1175,21
1177,User_1177,27
1179,User_1179,41
1180,User_1180,40
1181,User_1181,72
1182,User_1182,33
1184,User_1184,26
1185,User_1185,19
1186,User_1186,19
1187,User_1187,61
1188,User_1188,70
1189,User_1189,45
1190,User_1190,40
1191,User_1191,65
1192,User_1192,53
1193,User_1193,34
1194,User_1194,60
1195,User_1195,29
1196,User_1196,50
1197,User_1197,37
1198,User_1198,28
1200,User_1200,47
1202,User_1202,26
1203,User_1203,55
1204,User_1204,45
1205,User_1205,73
1206,User_1206,53
1207,User_1207,79
1208,User_1208,78
1209,User_1209,30
1210,User_1210,78
1213,User_1213,33
1214,User_1214,62
1215,User_1215,34
1216,User_1216,51
1217,User_1217,37
1218,User_1218,73
1219,User_1219,24
1220,User_1220,75
1221,User_1221,36
1222,User_1222,68
1223,User_1223,38
1224,User_1224,29
1226,User_1226,61
1227,User_1227,48
1229,User_1229,33
1231,User_1231,79
1232,User_1232,76
1233,User_1233,66
1234,User_1234,23
1235,User_1235,68
1236,User_1236,38
1238,User_1238,35
1239,User_1239,30
1240,User_1240,77
1241,User_1241,58
1242,User_1242,22
1243,User_1243,29
1244,User_1244,25
1246,User_1246,63
1248,User_1248,51
1249,User_1249,56
1250,User_1250,40
1251,User_1251,39
1252,User_1252,65
1253,User_1253,27
1254,User_1254,53
1255,User_1255,43
1256,User_1256,45
1257,User_1257,32
1258,User_1258,48
1259,User_1259,72
1260,User_1260,67
1261,User_1261,59
1263,User_1263,57
1264,User_1264,49
1265,User_1265,72
1266,User_1266,52
1267,User_1267,65
1268,User_1268,70
1269,User_1269,31
1270,User_1270,41
1271,User_1271,36
1272,User_1272,64
1273,User_1273,76
1274,User_1274,75
1275,User_1275,19
1276,User_1276,28
1277,User_1277,79
1278,User_1278,47
1279,User_1279,56
1280,User_1280,79
1281,User_1281,29
1282,User_1282,29
1283,User_1283,32
1284,User_1284,63
1285,User_1285,80
1286,User_1286,44
1287,User_1287,79
1288,User_1288,68
1289,User_1289,25
1291,User_1291,62
1292,User_1292,69
1293,User_1293,32
1295,User_1295,66
1297,User_1297,35
1299,User_1299,60
1300,User_1300,62
1302,User_1302,47
1303,User_1303,59
1304,User_1304,25
1305,User_1305,69
1306,User_1306,75
1307,User_1307,19
1308,User_1308,76
1309,User_1309,74
1310,User_1310,26
1311,User_1311,39
1312,User_1312,52
1313,User_1313,66
1314,User_1314,76
1315,User_1315,23
1316,User_1316,65
1317,User_1317,73
1319,User_1319,74
1320,User_1320,63
1321,User_1321,64
1322,User_1322,41
1323,User_1323,68
1324,User_1324,57
1325,User_1325,35
1326,User_1326,66
1328,User_1328,51
1329,User_1329,63
1330,User_1330,47
1331,User_1331,29
1332,User_1332,51
1333,User_1333,38
1334,User_1334,19
1335,User_1335,26
1336,User_1336,70
1337,User_1337,40
1338,User_1338,33
1339,User_1339,70
1340,User_1340,66
1341,User_1341,65
1342,User_1342,41
1343,User_1343,31
1344,User_1344,29
1345,User_1345,63
1346,User_1346,45
1347,User_1347,20
1348,User_1348,77
1349,User_1349,46
1350,User_1350,49
1351,User_1351,78
1352,User_1352,35
1353,User_1353,60
1354,User_1354,39
1357,User_1357,51
1358,User_1358,60
1359,User_1359,38
1360,User_1360,80
1361,User_1361,26
1362,User_1362,38
1363,User_1363,19
1364,User_1364,39
1365,User_1365,61
1366,User_1366,38
1368,User_1368,23
1369,User_1369,72
1370,User_1370,38
1374,User_1374,47
1375,User_1375,44
1377,User_1377,78
1378,User_1378,54
1379,User_1379,68
1380,User_1380,52
1381,User_1381,28
1383,User_1383,74
1384,User_1384,37
1385,User_1385,73
1386,User_1386,61
1387,User_1387,54
1389,User_1389,66
1391,User_1391,59
1392,User_1392,35
1393,User_1393,27
1394,User_1394,65
1395,User_1395,57
1396,User_1396,61
1397,User_1397,62
1399,User_1399,50
1400,User_1400,49
1401,User_1401,29
1402,User_1402,60
1404,User_1404,79
1405,User_1405,61
1406,User_1406,22
1407,User_1407,20
1409,User_1409,75
1410,User_1410,35
1411,User_1411,53
1412,User_1412,55
1413,User_1413,76
1414,User_1414,21
1416,User_1416,63
1417,User_1417,63
1418,User_1418,38
1420,User_1420,53
1421,User_1421,23
1422,User_1422,33
1423,User_1423,24
1424,User_1424,24
1425,User_1425,47
1426,User_1426,47
1427,User_1427,61
1428,User_1428,32
1429,User_1429,71
1430,User_1430,44
1431,User_1431,24
1432,User_1432,54
1433,User_1433,79
1434,User_1434,72
1435,User_1435,31
1436,User_1436,30
1437,User_1437,27
1438,User_1438,79
1439,User_1439,76
1440,User_1440,63
1441,User_1441,35
1442,User_1442,41
1445,User_1445,78
1447,User_1447,21
1448,User_1448,78
1449,User_1449,51
1450,User_1450,20
1451,User_1451,31
1452,User_1452,62
1454,User_1454,35
1455,User_1455,56
1456,User_1456,29
1457,User_1457,52
1458,User_1458,26
1459,User_1459,39
1460,User_1460,41
1461,User_1461,43
1462,User_1462,65
1463,User_1463,41
1464,User_1464,27
1465,User_1465,77
1466,User_1466,38
1467,User_1467,29
1469,User_1469,53
1470,User_1470,44
1472,User_1472,68
1473,User_1473,20
1474,User_1474,28
1475,User_1475,63
1476,User_1476,78
1477,User_1477,78
1478,User_1478,55
1479,User_1479,60
1480,User_1480,31
1481,User_1481,66
1482,User_1482,46
1483,User_1483,47
1484,User_1484,61
1485,User_1485,26
1486,User_1486,32
1487,User_1487,38
1488,User_1488,66
1489,User_1489,74
1490,User_1490,74
1491,User_1491,21
1493,User_1493,26
1494,User_1494,23
1496,User_1496,47
1497,User_1497,41
1498,User_1498,24
1499,User_1499,33
1500,User_1500,61
1502,User_1502,28
1503,User_1503,26
1504,User_1504,70
1505,User_1505,68
1506,User_1506,30
1507,User_1507,46
1508,User_1508,71
1510,User_1510,78
1511,User_1511,24
1513,User_1513,37
1514,User_1514,40
1515,User_1515,55
1516,User_1516,23
1517,User_1517,21
1519,User_1519,47
1521,User_1521,28
1522,User_1522,60
1523,User_1523,50
1524,User_1524,43
1525,User_1525,66
1526,User_1526,80
1528,User_1528,68
1529,User_1529,56
1530,User_1530,57
1532,User_1532,51
1533,User_1533,60
1534,User_1534,21
1535,User_1535,55
1536,User_1536,59
1537,User_1537,79
1538,User_1538,23
1539,User_1539,37
1540,User_1540,45
1541,User_1541,51
1542,User_1542,48
1543,User_1543,41
1544,User_1544,27
1545,User_1545,41
1546,User_1546,49
1547,User_1547,77
1548,User_1548,48
1551,User_1551,31
1552,User_1552,78
1554,User_1554,37
1555,User_1555,57
1558,User_1558,28
1559,User_1559,73
1562,User_1562,33
1563,User_1563,35
1564,User_1564,71
1565,User_1565,43
1566,User_1566,63
1567,User_1567,70
1568,User_1568,46
1569,User_1569,44
1570,User_1570,26
1571,User_1571,62
1572,User_1572,64
1573,User_1573,58
1574,User_1574,79
1575,User_1575,54
1576,User_1576,61
1577,User_1577,46
1578,User_1578,37
1579,User_1579,77
1580,User_1580,58
1581,User_1581,50
1583,User_1583,46
1584,User_1584,61
1585,User_1585,53
1586,User_1586,46
1587,User_1587,39
1588,User_1588,22
1589,User_1589,37
1590,User_1590,73
1592,User_1592,30
1593,User_1593,77
1594,User_1594,64
1595,User_1595,77
1596,User_1596,30
1597,User_1597,29
1598,User_1598,42
1599,User_1599,76
1600,User_1600,67
1601,User_1601,58
1602,User_1602,68
1604,User_1604,72
1605,User_1605,80
1606,User_1606,64
1607,User_1607,48
1608,User_1608,38
1610,User_1610,74
1611,User_1611,46
1612,User_1612,27
1613,User_1613,51
1614,User_1614,39
1615,User_1615,32
1616,User_1616,28
1617,User_1617,80
1618,User_1618,21
1619,User_1619,19
1620,User_1620,62
1622,User_1622,19
1623,User_1623,64
1624,User_1624,61
1625,User_1625,28
1626,User_1626,35
1627,User_1627,41
1628,User_1628,78
1630,User_1630,50
1631,User_1631,51
1632,User_1632,33
1633,User_1633,22
1634,User_1634,63
1635,User_1635,36
1636,User_1636,78
1637,User_1637,73
1639,User_1639,49
1641,User_1641,46
1643,User_1643,30
1645,User_1645,47
1646,User_1646,44
1647,User_1647,47
1649,User_1649,60
1650,User_1650,70
1651,User_1651,37
1652,User_1652,64
1653,User_1653,76
1654,User_1654,62
1655,User_1655,43
1656,User_1656,33
1657,User_1657,30
1658,User_1658,68
1659,User_1659,33
1660,User_1660,27
1661,User_1661,32
1662,User_1662,24
1663,User_1663,23
1664,User_1664,59
1665,User_1665,75
1666,User_1666,74
1667,User_1667,54
1668,User_1668,56
1669,User_1669,65
1670,User_1670,55
1671,User_1671,56
1672,User_1672,28
1673,User_1673,31
1674,User_1674,65
1675,User_1675,61
1676,User_1676,62
1677,User_1677,63
1679,User_1679,75
1680,User_1680,77
1681,User_1681,80
1682,User_1682,44
1683,User_1683,77
1684,User_1684,33
1685,User_1685,49
1686,User_1686,64
1687,User_1687,31
1688,User_1688,53
1689,User_1689,37
1691,User_1691,56
1692,User_1692,67
1693,User_1693,59
1694,User_1694,74
1695,User_1695,40
1696,User_1696,52
1697,User_1697,48
1698,User_1698,78
1699,User_1699,61
1700,User_1700,77
1702,User_1702,33
1703,User_1703,53
1704,User_1704,73
1706,User_1706,79
1707,User_1707,64
1708,User_1708,74
1709,User_1709,56
1710,User_1710,77
1711,User_1711,56
1712,User_1712,35
1713,User_1713,35
1714,User_1714,54
1715,User_1715,22
1716,User_1716,28
1717,User_1717,26
1718,User_1718,56
1719,User_1719,33
1720,User_1720,30
1721,User_1721,54
1722,User_1722,19
1723,User_1723,19
1724,User_1724,29
1725,User_1725,56
1726,User_1726,77
1727,User_1727,68
1728,User_1728,38
1730,User_1730,30
1731,User_1731,20
1732,User_1732,73
1734,User_1734,25
1735,User_1735,29
1737,User_1737,23
1738,User_1738,54
1739,User_1739,46
1741,User_1741,23
1742,User_1742,73
1743,User_1743,65
1744,User_1744,45
1745,User_1745,62
1746,User_1746,62
1747,User_1747,32
1748,User_1748,70
1749,User_1749,75
1750,User_1750,43
1751,User_1751,60
1752,User_1752,52
1753,User_1753,43
1754,User_1754,41
1755,User_1755,27
1756,User_1756,61
1757,User_1757,45
1758,User_1758,69
1759,User_1759,47
1760,User_1760,67
1761,User_1761,40
1762,User_1762,49
1763,User_1763,37
1764,User_1764,73
1765,User_1765,32
1766,User_1766,19
1768,User_1768,52
1770,User_1770,36
1771,User_1771,64
1772,User_1772,49
1773,User_1773,50
1774,User_1774,23
1775,User_1775,52
1776,User_1776,35
1779,User_1779,35
1780,User_1780,55
1781,User_1781,30
1782,User_1782,40
1784,User_1784,32
1785,User_1785,35
1787,User_1787,45
1788,User_1788,73
1789,User_1789,51
1790,User_1790,60
1791,User_1791,21
1792,User_1792,47
1793,User_1793,28
1794,User_1794,65
1795,User_1795,50
1796,User_1796,48
1797,User_1797,42
1798,User_1798,78
1799,User_1799,61
1800,User_1800,59
1802,User_1802,62
1803,User_1803,38
1804,User_1804,50
1805,User_1805,61
1806,User_1806,49
